2023-02-15 15:43:40,778 | MainThread   | [DEBUG   ] | __init__            |: Python Info: sys.version_info(major=3, minor=7, micro=6, releaselevel='final', serial=0)
2023-02-16 00:32:59,953 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:83:D5:66:86:3C
2023-02-16 00:33:02,833 | MainThread   | [INFO    ] | _connect            |: Connected to C0:83:D5:66:86:3C
2023-02-16 00:33:02,833 | MainThread   | [INFO    ] | _connect            |: Connected to C0:83:D5:66:86:3C
2023-02-16 00:39:42,678 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from AB6C95E9-A4ED-4F7A-B208-0AFEAFDDA3AD
2023-02-16 00:39:42,678 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from AB6C95E9-A4ED-4F7A-B208-0AFEAFDDA3AD
2023-02-16 00:50:03,380 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:83:D5:66:86:3C
2023-02-16 00:50:03,380 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:83:D5:66:86:3C
2023-02-16 00:50:05,860 | MainThread   | [INFO    ] | _connect            |: Connected to C0:83:D5:66:86:3C
2023-02-16 00:50:05,860 | MainThread   | [INFO    ] | _connect            |: Connected to C0:83:D5:66:86:3C
2023-02-16 00:50:17,130 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2023-02-16 00:50:17,130 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2023-02-16 00:50:35,774 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from AB6C95E9-A4ED-4F7A-B208-0AFEAFDDA3AD
2023-02-16 00:50:35,774 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from AB6C95E9-A4ED-4F7A-B208-0AFEAFDDA3AD
2023-02-16 00:50:39,797 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:83:D5:66:86:3C
2023-02-16 00:50:39,797 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:83:D5:66:86:3C
2023-02-16 00:50:42,421 | MainThread   | [INFO    ] | _connect            |: Connected to C0:83:D5:66:86:3C
2023-02-16 00:50:42,421 | MainThread   | [INFO    ] | _connect            |: Connected to C0:83:D5:66:86:3C
2023-02-16 01:07:42,495 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from AB6C95E9-A4ED-4F7A-B208-0AFEAFDDA3AD
2023-02-16 01:07:42,495 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from AB6C95E9-A4ED-4F7A-B208-0AFEAFDDA3AD
2023-02-16 01:09:40,897 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:83:D5:66:86:3C
2023-02-16 01:09:40,897 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:83:D5:66:86:3C
2023-02-16 01:09:43,407 | MainThread   | [INFO    ] | _connect            |: Connected to C0:83:D5:66:86:3C
2023-02-16 01:09:43,407 | MainThread   | [INFO    ] | _connect            |: Connected to C0:83:D5:66:86:3C
2023-02-16 01:15:30,912 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from AB6C95E9-A4ED-4F7A-B208-0AFEAFDDA3AD
2023-02-16 01:15:30,912 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from AB6C95E9-A4ED-4F7A-B208-0AFEAFDDA3AD
