2023-04-10 03:15:20,493 | MainThread   | [DEBUG   ] | __init__            |: Python Info: sys.version_info(major=3, minor=7, micro=6, releaselevel='final', serial=0)
2023-05-06 01:55:58,510 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2023-05-06 01:57:48,706 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from AB6C95E9-A4ED-4F7A-B208-0AFEAFDDA3AD
2023-05-06 01:57:53,702 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:83:D5:66:86:3C
2023-05-06 01:57:56,290 | MainThread   | [INFO    ] | _connect            |: Connected to C0:83:D5:66:86:3C
2023-05-06 01:58:30,494 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from AB6C95E9-A4ED-4F7A-B208-0AFEAFDDA3AD
2023-05-06 01:58:36,129 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:83:D5:66:86:3C
2023-05-06 01:58:38,611 | MainThread   | [INFO    ] | _connect            |: Connected to C0:83:D5:66:86:3C
2023-05-06 02:00:13,582 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from AB6C95E9-A4ED-4F7A-B208-0AFEAFDDA3AD
2023-05-06 02:00:31,818 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:83:D5:66:86:3C
2023-05-06 02:00:48,018 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:83:D5:66:86:3C
2023-05-06 02:01:18,939 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:83:D5:66:86:3C
2023-05-06 02:01:23,474 | MainThread   | [INFO    ] | _connect            |: Connected to C0:83:D5:66:86:3C
2023-05-06 02:17:08,069 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from AB6C95E9-A4ED-4F7A-B208-0AFEAFDDA3AD
2023-05-06 02:18:04,133 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:83:D5:66:86:3C
2023-05-06 02:18:06,657 | MainThread   | [INFO    ] | _connect            |: Connected to C0:83:D5:66:86:3C
2023-05-06 02:20:46,411 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from AB6C95E9-A4ED-4F7A-B208-0AFEAFDDA3AD
2023-05-06 02:21:22,915 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: C0:83:D5:66:86:3C
2023-05-06 02:21:25,541 | MainThread   | [INFO    ] | _connect            |: Connected to C0:83:D5:66:86:3C
2023-05-06 02:51:00,958 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from AB6C95E9-A4ED-4F7A-B208-0AFEAFDDA3AD
